StationID,StationName,Date,Tmax,Tmin,Precip
CYBR,BRANDON ARPT,2020-11-12,-8.9,-20.2,0
CYBR,BRANDON ARPT,2020-11-13,-0.7,-20.2,0
CYBR,BRANDON ARPT,2020-11-14,4,-6.1,0
CYBR,BRANDON ARPT,2020-11-15,-3.2,-8.1,0
CYBR,BRANDON ARPT,2020-11-16,-2.5,-10.6,0
CYBR,BRANDON ARPT,2020-11-17,-5.7,-8.2,0
CYBR,BRANDON ARPT,2020-11-18,3.8,-6.9,0
CYBR,BRANDON ARPT,2020-11-19,-1.1,-5.8,0
CYBR,BRANDON ARPT,2020-11-20,-5.8,-13.5,0.2
CYBR,BRANDON ARPT,2020-11-21,-3,-17.1,0
CYBR,BRANDON ARPT,2020-11-22,-3.7,-12.8,0
CYBR,BRANDON ARPT,2020-11-23,-2.7,-9.4,0
CYBR,BRANDON ARPT,2020-11-24,-2.9,-12.7,0
CYBR,BRANDON ARPT,2020-11-25,3.4,-12.2,0
CYBR,BRANDON ARPT,2020-11-26,-0.1,-9.2,0
CYBR,BRANDON ARPT,2020-11-27,4,-11.3,0
CYBR,BRANDON ARPT,2020-11-28,1.1,-8.2,0
CYBR,BRANDON ARPT,2020-11-29,-1.7,-14.2,0
CYBR,BRANDON ARPT,2020-11-30,3.8,-14.1,0
CYBR,BRANDON ARPT,2020-12-01,2,-10.9,0
CYBR,BRANDON ARPT,2020-12-02,2.3,-4,0
CYBR,BRANDON ARPT,2020-12-03,4,-7.7,0
CYBR,BRANDON ARPT,2020-12-04,2.1,-9.4,0
CYBR,BRANDON ARPT,2020-12-05,5.6,-6,0
CYBR,BRANDON ARPT,2020-12-06,5.4,-8,0
CYBR,BRANDON ARPT,2020-12-07,4,-7.2,0
CYBR,BRANDON ARPT,2020-12-08,4.9,-4,0
CYBR,BRANDON ARPT,2020-12-09,2.7,-5.9,3.7
CYBR,BRANDON ARPT,2020-12-10,0.8,-5.4,0
CYBR,BRANDON ARPT,2020-12-11,-4.3,-6.4,0
CYBR,BRANDON ARPT,2020-12-12,-4.2,-6.8,0
CYBR,BRANDON ARPT,2020-12-13,-4.5,-23.2,0.9
CYBR,BRANDON ARPT,2020-12-14,-13.9,-25.8,0
