DateTime,StnID,Temp,RH,Rain,AvgWs,AvgWD
2015-06-01 0:00,212,12.6,56,0,0,56
2015-06-01 0:15,212,12.2,59,0,0,59
2015-06-01 0:30,212,11.7,63,0,0,63
2015-06-01 0:45,212,11.5,66,0,0,66
2015-06-01 1:00,212,11.2,70,0,0,70
2015-06-01 1:15,212,11.1,72,0,0,72
2015-06-01 1:30,212,11.2,73,0,0,73
2015-06-01 1:45,212,11.2,74,0,0,74
2015-06-01 2:00,212,11,75,0,0,75
2015-06-01 2:15,212,10.9,75,0,0,75
2015-06-01 2:30,212,10.9,75,0,0,75
2015-06-01 2:45,212,10.7,76,0,0,76
2015-06-01 3:00,212,10.4,76,0,0,76
2015-06-01 3:15,212,10.2,77,0,0,77
2015-06-01 3:30,212,9.8,79,0,0,79
2015-06-01 3:45,212,9.6,79,0,0,79
2015-06-01 4:00,212,9.5,80,0,0,80
2015-06-01 4:15,212,9.3,81,0,0,81
2015-06-01 4:30,212,9.2,81,0,0,81
2015-06-01 4:45,212,9.2,81,0,0,81
2015-06-01 5:00,212,9.2,80,0,0,80
2015-06-01 5:15,212,9.2,80,0,0,80
2015-06-01 5:30,212,9.1,80,0,0,80
2015-06-01 5:45,212,9.1,79,0,0,79
2015-06-01 6:00,212,9,79,0,0,79
2015-06-01 6:15,212,9.2,78,0,0,78
2015-06-01 6:30,212,9.3,78,0,0,78
2015-06-01 6:45,212,9.5,77,0,0,77
2015-06-01 7:00,212,9.7,76,0,0,76
2015-06-01 7:15,212,10.1,75,0,0,75
2015-06-01 7:30,212,10.7,73,0,0,73
2015-06-01 7:45,212,11.3,71,0,0,71
2015-06-01 8:00,212,11.8,70,0,0,70
2015-06-01 8:15,212,12.4,68,0,0,68
2015-06-01 8:30,212,13,67,0,0,67
2015-06-01 8:45,212,13.5,65,0,0,65
2015-06-01 9:00,212,14.3,62,0,0,62
2015-06-01 9:15,212,14.7,61,0,0,61
2015-06-01 9:30,212,15.3,59,0,0,59
2015-06-01 9:45,212,16.1,58,0,0,58
2015-06-01 10:00,212,17,56,0,0,56
2015-06-01 10:15,212,17,56,0,0,56
2015-06-01 10:30,212,17.2,55,0,0,55
2015-06-01 10:45,212,18.3,53,0,0,53
2015-06-01 11:00,212,19.4,50,0,0,50
2015-06-01 11:15,212,19.4,51,0,0,51
2015-06-01 11:30,212,19.1,52,0,0,52
2015-06-01 11:45,212,19.7,50,0,0,50
2015-06-01 12:00,212,19.4,51,0,0,51
2015-06-01 12:15,212,19,54,0,0,54
2015-06-01 12:30,212,18.9,57,0,0,57
2015-06-01 12:45,212,19.5,55,0,0,55
2015-06-01 13:00,212,19.7,54,0,0,54
2015-06-01 13:15,212,19.7,55,0,0,55
2015-06-01 13:30,212,19.2,62,0,0,62
2015-06-01 13:45,212,19.6,61,0,0,61
2015-06-01 14:00,212,20,57,0,0,57
2015-06-01 14:15,212,19.6,58,0,0.8,58
2015-06-01 14:30,212,17.8,77,0,0.6,77
2015-06-01 14:45,212,17.4,79,0,0.8,79
2015-06-01 15:00,212,17.4,80,0,1,80
2015-06-01 15:15,212,16.3,89,0,3.2,89
2015-06-01 15:30,212,16.2,88,0,4,88
2015-06-01 15:45,212,16.5,84,0,1,84
2015-06-01 16:00,212,15.7,88,0,1,88
2015-06-01 16:15,212,14.9,95,0,0.2,95
2015-06-01 16:30,212,15.4,93,1.8,0,93
2015-06-01 16:45,212,15.5,90,0.8,0,90
2015-06-01 17:00,212,15.7,90,1.8,0,90
2015-06-01 17:15,212,16.1,89,0.2,0,89
2015-06-01 17:30,212,16.1,90,0,0,90
2015-06-01 17:45,212,16.4,90,0,0,90
2015-06-01 18:00,212,17.4,87,2,0,87
2015-06-01 18:15,212,17.8,84,5.2,0,84
2015-06-01 18:30,212,18.6,82,0.8,0,82
2015-06-01 18:45,212,19.2,79,1,0,79
2015-06-01 19:00,212,19.5,76,0,0,76
2015-06-01 19:15,212,18.9,78,0,0,78
2015-06-01 19:30,212,19.6,76,0,0,76
2015-06-01 19:45,212,19.7,73,0,0,73
2015-06-01 20:00,212,19.3,74,0,0,74
2015-06-01 20:15,212,19.2,74,0,0,74
2015-06-01 20:30,212,18.8,75,0,0,75
2015-06-01 20:45,212,18.4,77,0,0,77
2015-06-01 21:00,212,17.9,80,0,0,80
2015-06-01 21:15,212,17.2,84,0,0,84
2015-06-01 21:30,212,16.7,85,0,0,85
2015-06-01 21:45,212,16.1,87,0,0,87
2015-06-01 22:00,212,15.8,88,0,0,88
2015-06-01 22:15,212,15.4,89,0,0,89
2015-06-01 22:30,212,15,91,0,0,91
2015-06-01 22:45,212,14.3,93,0,0,93
2015-06-01 23:00,212,13.9,94,0,0,94
2015-06-01 23:15,212,12.9,95,0,0,95
2015-06-01 23:30,212,12.5,96,0,0,96
2015-06-01 23:45,212,12,97,0,0,97
2015-06-02 0:00,212,11.9,98,0,0,98
2015-06-02 0:15,212,12.2,98,0,0,98
2015-06-02 0:30,212,12.6,98,0,0,98
2015-06-02 0:45,212,12.6,98,0,0,98
2015-06-02 1:00,212,12.7,98,0,0,98
2015-06-02 1:15,212,12.2,98,0,0,98
2015-06-02 1:30,212,11.7,98,0,0,98
2015-06-02 1:45,212,11.1,98,0,0,98
2015-06-02 2:00,212,11.3,98,0,0,98
2015-06-02 2:15,212,11.7,99,0,0,99
2015-06-02 2:30,212,11.6,98,0,0,98
2015-06-02 2:45,212,10.5,98,0,0,98
2015-06-02 3:00,212,10.1,98,0,0,98
2015-06-02 3:15,212,10.6,99,0,0,99
2015-06-02 3:30,212,10.3,99,0,0,99
2015-06-02 3:45,212,9.4,99,0,0,99
2015-06-02 4:00,212,9.4,99,0,0,99
2015-06-02 4:15,212,9.1,99,0,0,99
2015-06-02 4:30,212,9,99,0,0,99
2015-06-02 4:45,212,8.7,99,0,0,99
2015-06-02 5:00,212,8.5,99,0,0,99
2015-06-02 5:15,212,9.7,99,0,0,99
2015-06-02 5:30,212,10.4,99,0,0,99
2015-06-02 5:45,212,11.2,98,0,0,98
2015-06-02 6:00,212,11.7,95,0,0,95
2015-06-02 6:15,212,11.8,91,0,0,91
2015-06-02 6:30,212,11.6,91,0,0,91
2015-06-02 6:45,212,11.6,91,0,0,91
2015-06-02 7:00,212,11.5,91,0,0,91
2015-06-02 7:15,212,11.6,90,0,0,90
2015-06-02 7:30,212,12.8,82,0,0,82
2015-06-02 7:45,212,13.6,80,0,0,80
2015-06-02 8:00,212,13.8,78,0,0,78
2015-06-02 8:15,212,13.9,77,0,0,77
2015-06-02 8:30,212,13.9,76,0.2,0,76
2015-06-02 8:45,212,14,76,0,0,76
2015-06-02 9:00,212,14.1,76,0,0,76
2015-06-02 9:15,212,14.3,75,0,0,75
2015-06-02 9:30,212,14.4,74,0,0,74
2015-06-02 9:45,212,14.5,72,0,0,72
2015-06-02 10:00,212,14.9,72,0,0,72
2015-06-02 10:15,212,15.6,69,0,0,69
2015-06-02 10:30,212,15.4,69,0,0,69
2015-06-02 10:45,212,16,67,0,0,67
2015-06-02 11:00,212,16.1,67,0,0,67
2015-06-02 11:15,212,16,68,0,0,68
2015-06-02 11:30,212,15.8,68,0,0,68
2015-06-02 11:45,212,16.7,66,0,0,66
2015-06-02 12:00,212,17.7,62,0,0,62
2015-06-02 12:15,212,17.5,58,0,0,58
2015-06-02 12:30,212,17.6,57,0,0,57
2015-06-02 12:45,212,17.6,58,0,0,58
2015-06-02 13:00,212,18.3,55,0,0,55
2015-06-02 13:15,212,18.3,54,0,0,54
2015-06-02 13:30,212,18,54,0,0,54
2015-06-02 13:45,212,18.1,54,0,0,54
2015-06-02 14:00,212,18.4,53,0,0,53
2015-06-02 14:15,212,18.5,53,0,0,53
2015-06-02 14:30,212,18.8,54,0,0,54
2015-06-02 14:45,212,18.7,51,0,0,51
2015-06-02 15:00,212,18.6,50,0,0,50
2015-06-02 15:15,212,18.4,51,0,0,51
2015-06-02 15:30,212,18.3,50,0,0,50
2015-06-02 15:45,212,18.3,49,0.2,0,49
2015-06-02 16:00,212,18.4,49,0.2,0,49
2015-06-02 16:15,212,18.1,50,0.2,0,50
2015-06-02 16:30,212,17.7,50,0.4,0,50
2015-06-02 16:45,212,17.6,51,0.6,0,51
2015-06-02 17:00,212,17.5,52,0.2,0,52
2015-06-02 17:15,212,17.4,51,0.2,0,51
2015-06-02 17:30,212,17.1,51,0,0,51
2015-06-02 17:45,212,16.9,53,0,0,53
2015-06-02 18:00,212,16.4,54,0,0,54
2015-06-02 18:15,212,16.1,48,0,0,48
2015-06-02 18:30,212,16,48,0,0,48
2015-06-02 18:45,212,15.9,48,0,0,48
2015-06-02 19:00,212,15.8,48,0,0,48
2015-06-02 19:15,212,15.6,49,0,0,49
2015-06-02 19:30,212,15.2,52,0,0,52
2015-06-02 19:45,212,15.1,53,0,0,53
2015-06-02 20:00,212,15,53,0,0,53
2015-06-02 20:15,212,15.1,49,0,0,49
2015-06-02 20:30,212,14.9,48,0,0,48
2015-06-02 20:45,212,14.7,50,0,0,50
2015-06-02 21:00,212,14.5,54,0,0,54
2015-06-02 21:15,212,14.3,55,0,0,55
2015-06-02 21:30,212,14.1,55,0,0,55
2015-06-02 21:45,212,14,54,0,0,54
2015-06-02 22:00,212,14,54,0,0,54
2015-06-02 22:15,212,13.9,54,0,0,54
2015-06-02 22:30,212,13.7,57,0,0,57
2015-06-02 22:45,212,13.5,55,0,0,55
2015-06-02 23:00,212,13.4,49,0,0,49
2015-06-02 23:15,212,13.1,50,0,0,50
2015-06-02 23:30,212,12.8,52,0,0,52
2015-06-02 23:45,212,12.5,56,0,0,56
2015-06-03 0:00,212,12.4,57,0,0,57
2015-06-03 0:15,212,12.4,57,0,0,57
2015-06-03 0:30,212,12.3,58,0,0,58
2015-06-03 0:45,212,12.2,57,0.2,0,57
2015-06-03 1:00,212,12.2,55,0,0,55
2015-06-03 1:15,212,12.2,54,0,0,54
2015-06-03 1:30,212,12.3,53,0,0,53
2015-06-03 1:45,212,12.4,54,0,0,54
2015-06-03 2:00,212,12.4,55,0,0,55
2015-06-03 2:15,212,12.3,56,0,0,56
2015-06-03 2:30,212,12,57,0,0,57
2015-06-03 2:45,212,11.8,55,0,0,55
2015-06-03 3:00,212,11.4,56,0,0,56
2015-06-03 3:15,212,10.9,58,0,0,58
2015-06-03 3:30,212,10.8,58,0,0,58
2015-06-03 3:45,212,10.5,60,0,0,60
2015-06-03 4:00,212,10.5,60,0,0,60
2015-06-03 4:15,212,10.6,59,0,0,59
2015-06-03 4:30,212,10.4,60,0,0,60
2015-06-03 4:45,212,10.5,59,0,0,59
2015-06-03 5:00,212,10,66,0,0,66
2015-06-03 5:15,212,10.3,62,0,0,62
2015-06-03 5:30,212,10.3,61,0,0,61
2015-06-03 5:45,212,10.3,62,0,0,62
2015-06-03 6:00,212,10.2,62,0,0,62
2015-06-03 6:15,212,10.2,63,0,0,63
2015-06-03 6:30,212,9.6,77,0,0,77
2015-06-03 6:45,212,9.3,81,0,0,81
2015-06-03 7:00,212,9.2,82,0,0,82
2015-06-03 7:15,212,9.5,81,0,0,81
2015-06-03 7:30,212,9.7,84,0,0,84
2015-06-03 7:45,212,10,84,0,0,84
2015-06-03 8:00,212,10.2,80,0,0,80
2015-06-03 8:15,212,10.7,78,0,0,78
2015-06-03 8:30,212,11.2,74,0,0,74
2015-06-03 8:45,212,11.6,69,0,0,69
2015-06-03 9:00,212,11.7,67,0,0,67
2015-06-03 9:15,212,11.9,65,0,0,65
2015-06-03 9:30,212,12.2,61,0,0,61
2015-06-03 9:45,212,12.7,56,0,0,56
2015-06-03 10:00,212,13.2,52,0,0,52
2015-06-03 10:15,212,13.4,50,0,0,50
2015-06-03 10:30,212,13.5,48,0,0,48
2015-06-03 10:45,212,13.8,46,0,0,46
2015-06-03 11:00,212,14.2,44,0,0,44
2015-06-03 11:15,212,14.2,43,0,0,43
2015-06-03 11:30,212,14.3,42,0,0,42
2015-06-03 11:45,212,14.7,39,0,0,39
2015-06-03 12:00,212,15.1,37,0,0,37
2015-06-03 12:15,212,15.5,35,0,0,35
2015-06-03 12:30,212,16,34,0,0,34
2015-06-03 12:45,212,15.9,33,0,0,33
2015-06-03 13:00,212,15.8,33,0,0,33
2015-06-03 13:15,212,15.7,33,0,0,33
2015-06-03 13:30,212,15.6,35,0,0,35
2015-06-03 13:45,212,15.7,33,0,0,33
2015-06-03 14:00,212,16.1,32,0,0,32
2015-06-03 14:15,212,16.2,30,0.2,0,30
2015-06-03 14:30,212,16.5,32,0.2,0,32
2015-06-03 14:45,212,16.8,31,0,0,31
2015-06-03 15:00,212,16.7,31,0.2,0,31
2015-06-03 15:15,212,16.8,30,0,0,30
2015-06-03 15:30,212,14.4,48,0,0,48
2015-06-03 15:45,212,14.9,46,0,0,46
2015-06-03 16:00,212,15.2,44,0,0,44
2015-06-03 16:15,212,15.4,43,0,0,43
2015-06-03 16:30,212,18.5,31,0,0,31
2015-06-03 16:45,212,18.5,32,0,0,32
2015-06-03 17:00,212,18.2,34,0,0,34
2015-06-03 17:15,212,18.2,36,0,0,36
2015-06-03 17:30,212,18.3,36,0,0,36
2015-06-03 17:45,212,18,36,0,0,36
2015-06-03 18:00,212,17.8,36,0,0,36
2015-06-03 18:15,212,17.6,36,0,0,36
2015-06-03 18:30,212,17.6,34,0,0,34
2015-06-03 18:45,212,18,34,0,0,34
2015-06-03 19:00,212,18,35,0,0,35
2015-06-03 19:15,212,17.9,36,0,0,36
2015-06-03 19:30,212,17.5,37,0,0,37
2015-06-03 19:45,212,17,39,0,0,39
2015-06-03 20:00,212,16.9,41,0,0,41
2015-06-03 20:15,212,16.7,42,0,0,42
2015-06-03 20:30,212,16.4,43,0,0,43
2015-06-03 20:45,212,16.3,41,0,0,41
2015-06-03 21:00,212,15.9,43,0,0,43
2015-06-03 21:15,212,15.9,43,0,0,43
2015-06-03 21:30,212,15.2,47,0,0,47
2015-06-03 21:45,212,14.5,51,0,0,51
2015-06-03 22:00,212,13.9,57,0,0,57
2015-06-03 22:15,212,13.7,51,0,0,51
2015-06-03 22:30,212,14,52,0,0,52
2015-06-03 22:45,212,13.7,54,0,0,54
2015-06-03 23:00,212,13.3,58,0,0,58
2015-06-03 23:15,212,12.6,61,0,0,61
2015-06-03 23:30,212,11.6,63,0,0,63
2015-06-03 23:45,212,11.3,62,0,0,62
2015-06-04 0:00,212,10.6,68,0,0,68
2015-06-04 0:15,212,9.1,77,0,0,77
2015-06-04 0:30,212,8.2,80,0,0,80
2015-06-04 0:45,212,8.2,81,0,0,81
2015-06-04 1:00,212,8.3,80,0,0,80
2015-06-04 1:15,212,8.3,82,0,0,82
2015-06-04 1:30,212,8.1,84,0,0,84
2015-06-04 1:45,212,8.1,86,0,0,86
2015-06-04 2:00,212,8.1,87,0,0,87
2015-06-04 2:15,212,8.7,82,0,0,82
2015-06-04 2:30,212,9.1,81,0,0,81
2015-06-04 2:45,212,9.3,81,0,0,81
2015-06-04 3:00,212,9.2,81,0,0,81
2015-06-04 3:15,212,7.8,87,0,0,87
2015-06-04 3:30,212,6.1,91,0,0,91
2015-06-04 3:45,212,5.6,93,0,0,93
2015-06-04 4:00,212,5.7,89,0,0,89
2015-06-04 4:15,212,5.2,90,0,0,90
2015-06-04 4:30,212,4.8,91,0,0,91
2015-06-04 4:45,212,3.9,94,0,0,94
2015-06-04 5:00,212,4,91,0,0,91
2015-06-04 5:15,212,3.3,94,0,0,94
2015-06-04 5:30,212,3.5,95,0,0,95
2015-06-04 5:45,212,3.7,94,0,0,94
2015-06-04 6:00,212,3.8,93,0,0,93
2015-06-04 6:15,212,4.1,93,0,0,93
2015-06-04 6:30,212,4.2,95,0,0,95
2015-06-04 6:45,212,4.8,94,0,0,94
2015-06-04 7:00,212,5.1,95,0,0,95
2015-06-04 7:15,212,7.2,85,0,0,85
2015-06-04 7:30,212,9.5,75,0,0,75
2015-06-04 7:45,212,11.4,65,0,0,65
2015-06-04 8:00,212,12.8,60,0,0,60
2015-06-04 8:15,212,13.8,53,0,0,53
2015-06-04 8:30,212,15,49,0,0,49
2015-06-04 8:45,212,14.4,52,0,0,52
2015-06-04 9:00,212,15,48,0,0,48
2015-06-04 9:15,212,15.8,47,0,0,47
2015-06-04 9:30,212,16.3,46,0,0,46
2015-06-04 9:45,212,16.9,47,0,0,47
2015-06-04 10:00,212,16.9,47,0,0,47
2015-06-04 10:15,212,17.8,45,0,0,45
2015-06-04 10:30,212,18.3,44,0,0,44
2015-06-04 10:45,212,18.2,44,0,0,44
2015-06-04 11:00,212,18.5,45,0,0,45
2015-06-04 11:15,212,19.1,45,0,0,45
2015-06-04 11:30,212,20.1,42,0,0,42
2015-06-04 11:45,212,20.4,42,0,0,42
2015-06-04 12:00,212,20.7,41,0,0,41
2015-06-04 12:15,212,21.7,40,0,0,40
2015-06-04 12:30,212,21.9,37,0,0,37
2015-06-04 12:45,212,22.3,36,0,0,36
2015-06-04 13:00,212,22.2,37,0,0,37
2015-06-04 13:15,212,22.5,37,0,0,37
2015-06-04 13:30,212,23.3,34,0,0,34
2015-06-04 13:45,212,23.2,33,0,0,33
2015-06-04 14:00,212,23.5,33,0,0,33
2015-06-04 14:15,212,23.9,31,0,0,31
2015-06-04 14:30,212,23.9,30,0,0,30
2015-06-04 14:45,212,23.9,34,0,0,34
2015-06-04 15:00,212,24.1,29,0,0,29
2015-06-04 15:15,212,24,29,0,0,29
2015-06-04 15:30,212,24,32,0,0,32
2015-06-04 15:45,212,24.1,29,0,0,29
2015-06-04 16:00,212,23.8,32,0,0,32
2015-06-04 16:15,212,23.6,31,0,0,31
2015-06-04 16:30,212,23.5,32,0,0,32
2015-06-04 16:45,212,23.3,32,0,0,32
2015-06-04 17:00,212,23.1,33,0,0,33
2015-06-04 17:15,212,23,33,0,0,33
2015-06-04 17:30,212,22.9,33,0,0,33
2015-06-04 17:45,212,23,33,0,0,33
2015-06-04 18:00,212,22.9,33,0,0,33
2015-06-04 18:15,212,22.7,34,0,0,34
2015-06-04 18:30,212,22.3,36,0,0,36
2015-06-04 18:45,212,22.1,36,0,0,36
2015-06-04 19:00,212,21.7,37,0,0,37
2015-06-04 19:15,212,21.3,39,0,0,39
2015-06-04 19:30,212,21.1,39,0,0,39
2015-06-04 19:45,212,20.8,40,0,0,40
2015-06-04 20:00,212,20.6,41,0,0,41
2015-06-04 20:15,212,20.2,43,0,0,43
2015-06-04 20:30,212,19.7,45,0,0,45
2015-06-04 20:45,212,19.3,45,0,0,45
2015-06-04 21:00,212,19.2,47,0,0,47
2015-06-04 21:15,212,18.3,49,0,0,49
2015-06-04 21:30,212,17.3,53,0,0,53
2015-06-04 21:45,212,15.8,58,0,0,58
2015-06-04 22:00,212,14.7,61,0,0,61
2015-06-04 22:15,212,13.6,65,0,0,65
2015-06-04 22:30,212,12.9,67,0,0,67
2015-06-04 22:45,212,11.9,70,0,0,70
2015-06-04 23:00,212,11.3,71,0,0,71
2015-06-04 23:15,212,10.5,77,0,0,77
2015-06-04 23:30,212,10,78,0,0,78
2015-06-04 23:45,212,9.4,82,0,0,82
2015-06-05 0:00,212,9.3,82,0,0,82
2015-06-05 0:15,212,8.8,83,0,0,83
2015-06-05 0:30,212,9.1,81,0,0,81
2015-06-05 0:45,212,10.5,78,0,0,78
2015-06-05 1:00,212,10.4,78,0,0,78
2015-06-05 1:15,212,10.8,79,0,0,79
2015-06-05 1:30,212,10.3,81,0,0,81
2015-06-05 1:45,212,10.1,82,0,0,82
2015-06-05 2:00,212,10.5,81,0,0,81
2015-06-05 2:15,212,10.6,82,0,0,82
2015-06-05 2:30,212,10.3,84,0,0,84
2015-06-05 2:45,212,10.2,84,0,0,84
2015-06-05 3:00,212,10.5,83,0,0,83
2015-06-05 3:15,212,10.4,84,0,0,84
2015-06-05 3:30,212,10.1,85,0,0,85
2015-06-05 3:45,212,9.8,86,0,0,86
2015-06-05 4:00,212,9.5,87,0,0,87
2015-06-05 4:15,212,9.7,86,0,0,86
2015-06-05 4:30,212,9.4,88,0,0,88
2015-06-05 4:45,212,9.1,88,0,0,88
2015-06-05 5:00,212,8.7,90,0,0,90
2015-06-05 5:15,212,8.4,90,0,0,90
2015-06-05 5:30,212,8.2,91,0,0,91
2015-06-05 5:45,212,8.4,89,0,0,89
2015-06-05 6:00,212,8.4,89,0,0,89
2015-06-05 6:15,212,8.6,89,0,0,89
2015-06-05 6:30,212,10,84,0,0,84
2015-06-05 6:45,212,10.2,84,0,0,84
2015-06-05 7:00,212,10.9,80,0,0,80
2015-06-05 7:15,212,11.4,79,0,0,79
2015-06-05 7:30,212,12.4,76,0,0,76
2015-06-05 7:45,212,13.4,74,0,0,74
2015-06-05 8:00,212,14.3,69,0,0,69
2015-06-05 8:15,212,14.8,69,0,0,69
2015-06-05 8:30,212,15.6,66,0,0,66
2015-06-05 8:45,212,16.2,64,0,0,64
2015-06-05 9:00,212,17.2,62,0,0,62
2015-06-05 9:15,212,17.9,61,0,0,61
2015-06-05 9:30,212,18.7,58,0,0,58
2015-06-05 9:45,212,19.6,55,0,0,55
2015-06-05 10:00,212,20.2,55,0,0,55
2015-06-05 10:15,212,20.7,54,0,0,54
2015-06-05 10:30,212,21.3,51,0,0,51
2015-06-05 10:45,212,22.4,52,0,0,52
2015-06-05 11:00,212,22.7,53,0,0,53
2015-06-05 11:15,212,23.1,50,0,0,50
2015-06-05 11:30,212,23.3,48,0,0,48
2015-06-05 11:45,212,23.2,50,0,0,50
2015-06-05 12:00,212,23.2,49,0,0,49
2015-06-05 12:15,212,23.3,51,0,0,51
2015-06-05 12:30,212,23.9,50,0,0,50
2015-06-05 12:45,212,23.7,47,0,0,47
2015-06-05 13:00,212,23.8,48,0,0,48
2015-06-05 13:15,212,22.9,52,0,0,52
2015-06-05 13:30,212,22.6,53,0,0,53
2015-06-05 13:45,212,22.3,52,0,0,52
2015-06-05 14:00,212,21.4,59,0,0,59
2015-06-05 14:15,212,21.2,59,0,0,59
2015-06-05 14:30,212,22.2,55,0,0,55
2015-06-05 14:45,212,21.8,56,0,0,56
2015-06-05 15:00,212,20.3,65,0,0,65
2015-06-05 15:15,212,20.4,65,0,0,65
2015-06-05 15:30,212,21,63,0,0,63
2015-06-05 15:45,212,20.6,62,0,0,62
2015-06-05 16:00,212,20.8,58,0,0,58
2015-06-05 16:15,212,21,57,0,0,57
2015-06-05 16:30,212,20.9,56,0,0,56
2015-06-05 16:45,212,20.8,61,0,0,61
2015-06-05 17:00,212,20.3,61,0,0,61
2015-06-05 17:15,212,20.1,62,0,0,62
2015-06-05 17:30,212,20.3,60,0,0,60
2015-06-05 17:45,212,20.7,58,0,0,58
2015-06-05 18:00,212,21.3,55,0,0,55
2015-06-05 18:15,212,22.6,53,0,0,53
2015-06-05 18:30,212,23.1,53,0,0,53
2015-06-05 18:45,212,22.8,50,0,0,50
2015-06-05 19:00,212,23,49,0,0,49
2015-06-05 19:15,212,23.3,49,0,0,49
2015-06-05 19:30,212,22.6,52,0,0,52
2015-06-05 19:45,212,21.8,53,0,0,53
2015-06-05 20:00,212,21.7,52,0,0,52
2015-06-05 20:15,212,21.5,52,0,0,52
2015-06-05 20:30,212,21.8,50,0,0,50
2015-06-05 20:45,212,21.4,51,0,0,51
2015-06-05 21:00,212,20.3,55,0,0,55
2015-06-05 21:15,212,19.1,58,0,0,58
2015-06-05 21:30,212,18.3,62,0,0,62
2015-06-05 21:45,212,17.5,62,0,0,62
2015-06-05 22:00,212,17.6,61,0,0,61
2015-06-05 22:15,212,18.1,59,0,0,59
2015-06-05 22:30,212,18.1,59,0,0,59
2015-06-05 22:45,212,18.4,59,0,0,59
2015-06-05 23:00,212,18.6,58,0,0,58
2015-06-05 23:15,212,18.3,61,0,0,61
2015-06-05 23:30,212,18,62,0,0,62
2015-06-05 23:45,212,17.8,64,0,0,64
2015-06-06 0:00,212,17.5,66,0,0,66
2015-06-06 0:15,212,17.4,66,0,0,66
2015-06-06 0:30,212,17.4,66,0,0,66
2015-06-06 0:45,212,17.2,68,0,0,68
2015-06-06 1:00,212,17,68,0,0,68
2015-06-06 1:15,212,17.1,69,0,0,69
2015-06-06 1:30,212,17.1,68,0,0,68
2015-06-06 1:45,212,17.1,69,0,0,69
2015-06-06 2:00,212,16.9,69,0,0,69
2015-06-06 2:15,212,17.1,68,0,0.8,68
2015-06-06 2:30,212,16.8,73,0,0.8,73
2015-06-06 2:45,212,16.5,73,0,0.8,73
2015-06-06 3:00,212,15.9,81,0,0.2,81
2015-06-06 3:15,212,14.8,96,0,0.2,96
2015-06-06 3:30,212,15,87,0,0.8,87
2015-06-06 3:45,212,15.2,85,0,0.2,85
2015-06-06 4:00,212,15.5,85,1,0.2,85
2015-06-06 4:15,212,14.6,99,2.6,0.2,99
2015-06-06 4:30,212,13.9,100,0.6,0.2,100
2015-06-06 4:45,212,14.2,100,1.2,0.6,100
2015-06-06 5:00,212,14,100,0.6,0.6,100
2015-06-06 5:15,212,13.8,100,0.6,0.8,100
2015-06-06 5:30,212,13.9,100,1.4,0.8,100
2015-06-06 5:45,212,14,100,0.4,0.8,100
2015-06-06 6:00,212,14.2,100,0.4,0.8,100
2015-06-06 6:15,212,14.3,100,0.8,0.2,100
2015-06-06 6:30,212,14.4,100,1.2,0,100
2015-06-06 6:45,212,14.3,100,2,0,100
2015-06-06 7:00,212,14.5,100,1.2,0,100
2015-06-06 7:15,212,14.5,100,0.4,0,100
2015-06-06 7:30,212,14.6,100,0.2,0,100
2015-06-06 7:45,212,14.7,100,0.4,0,100
2015-06-06 8:00,212,14.9,100,0.6,0,100
2015-06-06 8:15,212,14.9,100,0.2,0,100
2015-06-06 8:30,212,15,100,0.2,0,100
2015-06-06 8:45,212,15.2,100,0.2,0,100
2015-06-06 9:00,212,15.3,100,0,0,100
2015-06-06 9:15,212,15.6,100,0,0,100
2015-06-06 9:30,212,15.9,95,0.2,0,95
2015-06-06 9:45,212,16.3,93,0,0,93
2015-06-06 10:00,212,16.5,93,0,0,93
2015-06-06 10:15,212,16.7,92,0,0,92
2015-06-06 10:30,212,17,90,0,0,90
2015-06-06 10:45,212,17.8,86,0,0,86
2015-06-06 11:00,212,18.2,83,0,0,83
2015-06-06 11:15,212,18.9,84,0,0,84
2015-06-06 11:30,212,19.1,82,0,0,82
2015-06-06 11:45,212,19.5,82,0,0,82
2015-06-06 12:00,212,20.2,77,0,0,77
2015-06-06 12:15,212,21.1,74,0,0,74
2015-06-06 12:30,212,20.5,77,0,0,77
2015-06-06 12:45,212,21.3,73,0,0,73
2015-06-06 13:00,212,21.2,75,0,0,75
2015-06-06 13:15,212,21.5,72,0,0,72
2015-06-06 13:30,212,22.8,70,0,0,70
2015-06-06 13:45,212,22.8,67,0,0,67
2015-06-06 14:00,212,23.4,68,0,0,68
2015-06-06 14:15,212,23.7,67,0,0,67
2015-06-06 14:30,212,24.1,64,0,0,64
2015-06-06 14:45,212,24.5,66,0,0,66
2015-06-06 15:00,212,25,63,0,0,63
2015-06-06 15:15,212,24.9,66,0,0,66
2015-06-06 15:30,212,25.2,62,0,0,62
2015-06-06 15:45,212,25.3,61,0,0,61
2015-06-06 16:00,212,25,60,0,0,60
2015-06-06 16:15,212,25.5,55,0,0,55
2015-06-06 16:30,212,25.8,52,0,0,52
2015-06-06 16:45,212,25.9,53,0,0,53
2015-06-06 17:00,212,26.1,52,0,0,52
2015-06-06 17:15,212,26.4,51,0,0,51
2015-06-06 17:30,212,26,52,0,0,52
2015-06-06 17:45,212,25.5,55,0,0,55
2015-06-06 18:00,212,24.8,55,0,0,55
2015-06-06 18:15,212,26,49,0,0,49
2015-06-06 18:30,212,26.3,49,0,0,49
2015-06-06 18:45,212,26,48,0,0,48
2015-06-06 19:00,212,25.9,48,0,0,48
2015-06-06 19:15,212,25.8,48,0,0,48
